================================================================================= 
=== UFF - Doutorado em Computação - Aplicaçoes em Sistemas de Potencia        === 
=== ESTIMADOR DE ESTADO MÍNIMOS QUADRADOS PONDERADOS INCLUINDO MEDIDAS DE PMU === 
=== Desenvolvido por: Rui Menezes de Moraes - 2009                            === 
================================================================================= 
Arquivo de medidores:          .\med\S1_CS5_352M_90M_PMU_EGS2.med
Arquivo do sistema:            .\sist\ieee118_SP_JML.cdf
Tolerância entre iteraçoes:    1.00e-005
Limite de iteraçoes:           100

--- DADOS DA REDE --------------------------------------------------------------- 
Data do caso:                  08/25/93
Origem:                        UW ARCHIVE          
MVA base:                      100
Ano:                           1961
Estação:                       W
Identificação:                 IEEE 118 Bus Test Case
Número de barras:              118 
Número de ramos:               179 
Referência na barra:           69

--- TELEMEDIDAS ------------------------------------------------------------------
    Tipo 1 = Fluxo de potencia ativa        Tipo  6 = Módulo da tensão            
    Tipo 2 = Injeção de potencia ativa      Tipo  7 = Corrente de ramo (real)     
    Tipo 3 = Ângulo de fase da tensão       Tipo  8 = Corrente de ramo (imag)     
    Tipo 4 = Fluxo de potencia reativa      Tipo  9 = Injeção de corrente (real)  
    Tipo 5 = Injeção de potencia reativa    Tipo 10 = Injeção de corrente (imag)  
----------------------------------------------------------------------------------
   N    D    P TP  PN ST   Exa   FS       DP      V_Ref      V_Med          E(%) 
 281   24   70  4   0  0 0.020 01.0  0.00426   +0.37832   +0.38097     +0.700465 
 282   70   71  4   0  0 0.020 01.0  0.00386   +0.31841   +0.32953     +3.492353 
 283   24   72  4   0  0 0.020 01.0  0.00799   +0.93801   +0.92512     -1.374186 
 284   71   72  4   0  0 0.020 01.0  0.00242   +0.10264   +0.09992     -2.650039 
 285   71   73  4   0  0 0.020 01.0  0.00311   +0.20648   +0.20174     -2.295622 
 286   70   74  4   0  0 0.020 01.0  0.00178   +0.00763   +0.01030    +34.993447 
 287   70   75  4   0  0 0.020 01.0  0.00218   -0.06677   -0.06366     -4.657780 
 288   69   75  4   0  0 0.020 01.0  0.00231   +0.08629   +0.09090     +5.342450 
 289   74   75  4   0  0 0.020 01.0  0.00336   -0.24459   -0.25026     +2.318165 
 290   76   77  4   0  0 0.020 01.0  0.00466   -0.43913   -0.43953     +0.091089 
 291   69   77  4   0  0 0.020 01.0  0.00479   -0.45787   -0.46810     +2.234259 
 292   75   77  4   0  0 0.020 01.0  0.00380   -0.31032   -0.30315     -2.310518 
 293   77   78  4   0  0 0.020 01.0  0.00368   -0.29216   -0.28993     -0.763280 
 294   78   79  4   0  0 0.020 01.0  0.00486   -0.46886   -0.47515     +1.341552 
 295   77   80  4   0  0 0.020 01.0  0.01967   -2.68994   -2.65782     -1.194079 
 296   79   80  4   0  0 0.020 01.0  0.00504   -0.49557   -0.50724     +2.354864 
 297   68   81  4   0  0 0.020 01.0  0.00243   -0.10485   -0.10590     +1.001431 
 298   81   80  4   0  0 0.020 01.0  0.00698   +0.78728   +0.77350     -1.750330 
 299   77   82  4   0  0 0.020 01.0  0.00325   -0.22697   -0.22464     -1.026567 
 300   82   83  4   0  0 0.020 01.0  0.00329   +0.23358   +0.23193     -0.706396 
 301   83   84  4   0  0 0.020 01.0  0.00279   +0.15775   +0.16159     +2.434231 
 302   83   85  4   0  0 0.020 01.0  0.00253   +0.11993   +0.12180     +1.559243 
 303   84   85  4   0  0 0.020 01.0  0.00249   +0.11360   +0.11256     -0.915493 
 304   85   86  4   0  0 0.020 01.0  0.00283   -0.16461   -0.17256     +4.829597 
 305   86   87  4   0  0 0.020 01.0  0.00320   -0.22030   -0.21821     -0.948706 
 306   85   88  4   0  0 0.020 01.0  0.00282   -0.16357   -0.16872     +3.148499 
 307   85   89  4   0  0 0.020 01.0  0.00316   -0.21459   -0.21405     -0.251643 
 308   88   89  4   0  0 0.020 01.0  0.00317   -0.21589   -0.22100     +2.366946 
 309   89   90  4   0  0 0.020 01.0  0.00485   -0.46797   -0.47706     +1.942432 
 310   90   91  4   0  0 0.020 01.0  0.00176   -0.00332   -0.00513    +54.518072 
 311   89   92  4   0  0 0.020 01.0  0.00281   -0.16109   -0.16657     +3.401825 
 312   91   92  4   0  0 0.020 01.0  0.00225   +0.07767   +0.07562     -2.639372 
 313   92   93  4   0  0 0.020 01.0  0.00272   -0.14781   -0.14926     +0.980989 
 314   92   94  4   0  0 0.020 01.0  0.00288   -0.17236   -0.17650     +2.401949 
 315   93   94  4   0  0 0.020 01.0  0.00314   -0.21077   -0.21813     +3.491958 
 316   94   95  4   0  0 0.020 01.0  0.00373   +0.29890   +0.29893     +0.010037 
 317   80   96  4   0  0 0.020 01.0  0.00199   +0.03875   +0.03854     -0.541935 
 318   82   96  4   0  0 0.020 01.0  0.00423   -0.37432   -0.38285     +2.278799 
 319   94   96  4   0  0 0.020 01.0  0.00307   +0.20027   +0.19775     -1.258301 
 320   80   97  4   0  0 0.020 01.0  0.00219   +0.06816   +0.06679     -2.009977 
 321   80   98  4   0  0 0.020 01.0  0.00325   -0.22707   -0.22719     +0.052847 
 322   80   99  4   0  0 0.020 01.0  0.00308   -0.20124   -0.20445     +1.595110 
 323   92  100  4   0  0 0.020 01.0  0.00354   -0.27086   -0.27733     +2.388688 
 324   94  100  4   0  0 0.020 01.0  0.00853   -1.01898   -1.00657     -1.217885 
 325   95   96  4   0  0 0.020 01.0  0.00230   +0.08427   +0.08398     -0.344132 
 326   96   97  4   0  0 0.020 01.0  0.00204   -0.04596   -0.04564     -0.696258 
 327   98  100  4   0  0 0.020 01.0  0.00345   -0.25749   -0.26095     +1.343742 
 328   99  100  4   0  0 0.020 01.0  0.00421   -0.37192   -0.37532     +0.914175 
 329  100  101  4   0  0 0.020 01.0  0.00389   +0.32356   +0.33062     +2.181976 
 330   92  102  4   0  0 0.020 01.0  0.00322   -0.22283   -0.22492     +0.937935 
 331  101  102  4   0  0 0.020 01.0  0.00332   +0.23771   +0.23539     -0.975979 
 332  100  103  4   0  0 0.020 01.0  0.00242   +0.10238   +0.10390     +1.484665 
 333  100  104  4   0  0 0.020 01.0  0.00215   +0.06180   +0.06211     +0.501618 
 334  103  104  4   0  0 0.020 01.0  0.00201   +0.04136   +0.04514     +9.139265 
 335  100  106  4   0  0 0.020 01.0  0.00183   +0.01500   +0.01590     +6.000000 
 336  105  107  4   0  0 0.020 01.0  0.00272   -0.14833   -0.15348     +3.471988 
 337  105  108  4   0  0 0.020 01.0  0.00199   -0.03887   -0.04002     +2.958580 
 338  106  107  4   0  0 0.020 01.0  0.00252   -0.11763   -0.11217     -4.641673 
 339  108  109  4   0  0 0.020 01.0  0.00190   -0.02449   -0.02506     +2.327481 
 340  103  110  4   0  0 0.020 01.0  0.00177   +0.00565   +0.00396    -29.911504 
 341  109  110  4   0  0 0.020 01.0  0.00198   -0.03665   -0.03414     -6.848568 
 342  110  111  4   0  0 0.020 01.0  0.00284   -0.16676   -0.16870     +1.163349 
 343  110  112  4   0  0 0.020 01.0  0.00406   -0.34900   -0.35681     +2.237822 
 344   17  113  4   0  0 0.020 01.0  0.00532   -0.53820   -0.54053     +0.432925 
 345   32  113  4   0  0 0.020 01.0  0.00334   -0.24182   -0.24725     +2.245472 
 346   32  114  4   0  0 0.020 01.0  0.00189   +0.02276   +0.01995    -12.346221 
 347   27  115  4   0  0 0.020 01.0  0.00179   +0.00810   +0.00607    -25.061728 
 348  114  115  4   0  0 0.020 01.0  0.00187   +0.02021   +0.01799    -10.984661 
 349   68  116  4   0  0 0.020 01.0  0.01283   -1.66477   -1.67042     +0.339386 
 350   12  117  4   0  0 0.020 01.0  0.00184   +0.01602   +0.01289    -19.538077 
 351   75  118  4   0  0 0.020 01.0  0.00245   +0.10719   +0.11098     +3.535778 
 352   76  118  4   0  0 0.020 01.0  0.00186   -0.01894   -0.02287    +20.749736 
 353    0    2  3   2  0 0.020 01.0  0.00012   -0.29321   -0.29326     +0.017053 
 354    0    5  3   5  0 0.020 01.0  0.00012   -0.23440   -0.23459     +0.081058 
 355    0    9  3   9  0 0.020 01.0  0.00012   -0.15469   -0.15487     +0.116362 
 356    0   11  3  11  0 0.020 01.0  0.00012   -0.28989   -0.28979     -0.034496 
 357    0   12  3  12  0 0.020 01.0  0.00012   -0.28631   -0.28646     +0.052391 
 358    0   17  3  17  0 0.020 01.0  0.00012   -0.18097   -0.18099     +0.011052 
 359    0   21  3  21  0 0.020 01.0  0.00012   -0.13500   -0.13530     +0.222222 
 360    0   25  3  25  0 0.020 01.0  0.00012   +0.06796   +0.06774     -0.323720 
 361    0   28  3  28  0 0.020 01.0  0.00012   -0.03890   -0.03917     +0.694087 
 362    0  114  3 114  0 0.020 01.0  0.00012   -0.03632   -0.03615     -0.468062 
 363    0    2  6   2  0 0.010 01.0  0.00355   +1.06605   +1.06292     -0.293607 
 364    0    5  6   5  0 0.010 01.0  0.00361   +1.08416   +1.08681     +0.244429 
 365    0    9  6   9  0 0.010 01.0  0.00366   +1.09710   +1.08849     -0.784796 
 366    0   11  6  11  0 0.010 01.0  0.00357   +1.07085   +1.06568     -0.482794 
 367    0   12  6  12  0 0.010 01.0  0.00360   +1.08000   +1.08002     +0.001852 
 368    0   17  6  17  0 0.010 01.0  0.00359   +1.07755   +1.07445     -0.287690 
 369    0   21  6  21  0 0.010 01.0  0.00352   +1.05622   +1.05051     -0.540607 
 370    0   25  6  25  0 0.010 01.0  0.00367   +1.10000   +1.10308     +0.280000 
 371    0   28  6  28  0 0.010 01.0  0.00365   +1.09422   +1.08570     -0.778637 
 372    0  114  6 114  0 0.010 01.0  0.00363   +1.08875   +1.09209     +0.306774 
 373    2   12  7   2  0 0.010 01.0  0.00038   -0.11368   -0.11357     -0.096763 
 374    2    1  7   2  0 0.010 01.0  0.00003   +0.00747   +0.00750     +0.401606 
 375    5    6  7   5  0 0.010 01.0  0.00186   +0.55669   +0.55470     -0.357470 
 376    5   11  7   5  0 0.010 01.0  0.00282   +0.84717   +0.85546     +0.978552 
 377    5    4  7   5  0 0.010 01.0  0.00219   +0.65650   +0.65472     -0.271135 
 378    5    3  7   5  0 0.010 01.0  0.00159   +0.47721   +0.47792     +0.148781 
 379    5    8  7   5  0 0.010 01.0  0.00812   -2.43685   -2.42397     -0.528551 
 380    9   10  7   9  0 0.010 01.0  0.00265   -0.79397   -0.79920     +0.658715 
 381    9    8  7   9  0 0.010 01.0  0.00265   +0.79397   +0.79268     -0.162475 
 382   11   12  7  11  0 0.010 01.0  0.00064   -0.19044   -0.19086     +0.220542 
 383   11   13  7  11  0 0.010 01.0  0.00475   +1.42401   +1.41640     -0.534406 
 384   11    4  7  11  0 0.010 01.0  0.00259   -0.77709   -0.78257     +0.705195 
 385   11    5  7  11  0 0.010 01.0  0.00281   -0.84232   -0.84702     +0.557983 
 386   12   14  7  12  0 0.010 01.0  0.00042   -0.12530   -0.12496     -0.271349 
 387   12   16  7  12  0 0.010 01.0  0.00105   -0.31408   -0.31467     +0.187850 
 388   12  117  7  12  0 0.010 01.0  0.00039   +0.11801   +0.11857     +0.474536 
 389   12   11  7  12  0 0.010 01.0  0.00064   +0.19197   +0.19121     -0.395895 
 390   12    2  7  12  0 0.010 01.0  0.00040   +0.11850   +0.11907     +0.481013 
 391   12    3  7  12  0 0.010 01.0  0.00002   -0.00688   -0.00690     +0.290698 
 392   12    7  7  12  0 0.010 01.0  0.00131   -0.39409   -0.39653     +0.619148 
 393   17   18  7  17  0 0.010 01.0  0.00203   +0.60853   +0.60751     -0.167617 
 394   17   31  7  17  0 0.010 01.0  0.00272   -0.81695   -0.81560     -0.165249 
 395   17  113  7  17  0 0.010 01.0  0.00234   -0.70342   -0.70501     +0.226038 
 396   17   15  7  17  0 0.010 01.0  0.00428   +1.28402   +1.28565     +0.126945 
 397   17   16  7  17  0 0.010 01.0  0.00156   +0.46875   +0.46960     +0.181333 
 398   17   30  7  17  0 0.010 01.0  0.00302   -0.90589   -0.90904     +0.347724 
 399   21   22  7  21  0 0.010 01.0  0.00200   -0.59891   -0.59708     -0.305555 
 400   21   20  7  21  0 0.010 01.0  0.00172   +0.51585   +0.51748     +0.315983 
 401   25   27  7  25  0 0.010 01.0  0.00177   +0.53101   +0.53029     -0.135591 
 402   25   23  7  25  0 0.010 01.0  0.00224   +0.67152   +0.67051     -0.150405 
 403   25   26  7  25  0 0.010 01.0  0.00028   -0.08438   -0.08484     +0.545153 
 404   28   29  7  28  0 0.010 01.0  0.00066   +0.19737   +0.19778     +0.207732 
 405   28   27  7  28  0 0.010 01.0  0.00101   -0.30159   -0.30352     +0.639942 
 406  114  115  7 114  0 0.010 01.0  0.00055   -0.16547   -0.16462     -0.513688 
 407  114   32  7 114  0 0.010 01.0  0.00039   +0.11569   +0.11495     -0.639640 
 408    2   12  8   2  0 0.010 01.0  0.00075   +0.22407   +0.22399     -0.035703 
 409    2    1  8   2  0 0.010 01.0  0.00044   -0.13125   -0.13156     +0.236190 
 410    5    6  8   5  0 0.010 01.0  0.00179   -0.53795   -0.53782     -0.024166 
 411    5   11  8   5  0 0.010 01.0  0.00052   -0.15490   -0.15515     +0.161394 
 412    5    4  8   5  0 0.010 01.0  0.00642   +1.92708   +1.91974     -0.380887 
 413    5    3  8   5  0 0.010 01.0  0.00069   -0.20679   -0.20566     -0.546448 
 414    5    8  8   5  0 0.010 01.0  0.00202   -0.60564   -0.60205     -0.592761 
 415    9   10  8   9  0 0.010 01.0  0.00271   +0.81168   +0.81160     -0.009856 
 416    9    8  8   9  0 0.010 01.0  0.00271   -0.81168   -0.81249     +0.099793 
 417   11   12  8  11  0 0.010 01.0  0.00149   +0.44796   +0.44864     +0.151799 
 418   11   13  8  11  0 0.010 01.0  0.00248   -0.74349   -0.74804     +0.611979 
 419   11    4  8  11  0 0.010 01.0  0.00130   +0.39065   +0.39100     +0.089594 
 420   11    5  8  11  0 0.010 01.0  0.00058   +0.17298   +0.17253     -0.260146 
 421   12   14  8  12  0 0.010 01.0  0.00019   -0.05542   -0.05560     +0.324792 
 422   12   16  8  12  0 0.010 01.0  0.00017   -0.04944   -0.04910     -0.687702 
 423   12  117  8  12  0 0.010 01.0  0.00017   -0.05020   -0.04996     -0.478088 
 424   12   11  8  12  0 0.010 01.0  0.00148   -0.44278   -0.44538     +0.587199 
 425   12    2  8  12  0 0.010 01.0  0.00069   -0.20790   -0.20810     +0.096200 
 426   12    3  8  12  0 0.010 01.0  0.00030   -0.08848   -0.08902     +0.610307 
 427   12    7  8  12  0 0.010 01.0  0.00145   -0.43596   -0.43811     +0.493165 
 428   17   18  8  17  0 0.010 01.0  0.00050   -0.15063   -0.14986     -0.511186 
 429   17   31  8  17  0 0.010 01.0  0.00005   +0.01599   +0.01599     +0.000000 
 430   17  113  8  17  0 0.010 01.0  0.00212   +0.63647   +0.63855     +0.326803 
 431   17   15  8  17  0 0.010 01.0  0.00062   -0.18648   -0.18682     +0.182325 
 432   17   16  8  17  0 0.010 01.0  0.00006   +0.01825   +0.01825     +0.000000 
 433   17   30  8  17  0 0.010 01.0  0.00101   -0.30189   -0.30374     +0.612806 
 434   21   22  8  21  0 0.010 01.0  0.00009   +0.02705   +0.02718     +0.480591 
 435   21   20  8  21  0 0.010 01.0  0.00012   +0.03678   +0.03689     +0.299076 
 436   25   27  8  25  0 0.010 01.0  0.00062   +0.18588   +0.18600     +0.064558 
 437   25   23  8  25  0 0.010 01.0  0.00012   +0.03466   +0.03439     -0.778996 
 438   25   26  8  25  0 0.010 01.0  0.01087   -3.26116   -3.26646     +0.162519 
 439   28   29  8  28  0 0.010 01.0  0.00029   +0.08626   +0.08599     -0.313007 
 440   28   27  8  28  0 0.010 01.0  0.00013   -0.03830   -0.03845     +0.391645 
 441  114  115  8 114  0 0.010 01.0  0.00004   -0.01256   -0.01262     +0.477707 
 442  114   32  8 114  0 0.010 01.0  0.00011   +0.03367   +0.03387     +0.594001 
----------------------------------------------------------------------------------
Número de medidores SCADA:     352
Número de PMUs:                114
Número de medidas das PMUs:    90
----------------------------------------------------------------------------------

Matriz de pesos formada com as covariâncias das telemedidas.
Medidas de ângulo: 
Barra: 2
Barra: 5
Barra: 9
Barra: 11
Barra: 12
Barra: 17
Barra: 21
Barra: 25
Barra: 28
Barra: 114
Não há medidores desabilitados.
============= Estado Ref =============== Estado Est ================ TVE =========
Barra     Mod(pu)    Ang(graus)      Mod(pu)   Ang(graus)            (%)         
----------------------------------------------------------------------------------
   1       1.0510       -16.82        1.0500       -16.83          0.0948 
   2       1.0660       -16.80        1.0651       -16.81          0.0825 
   3       1.0620       -16.28        1.0608       -16.29          0.1156 
   4       1.1000       -13.70        1.0989       -13.69          0.0964 
   5       1.0840       -13.43        1.0832       -13.43          0.0744 
   6       1.0550       -15.13        1.0540       -15.12          0.0946 
   7       1.0640       -15.69        1.0632       -15.69          0.0789 
   8       1.0550       -10.20        1.0542       -10.21          0.0810 
   9       1.0970        -8.86        1.0963        -8.87          0.0686 
  10       1.1000        -7.34        1.0992        -7.34          0.0739 
  11       1.0790       -16.61        1.0699       -16.62          0.8441 
  12       1.0800       -16.40        1.0791       -16.41          0.0857 
  13       1.0190       -22.71        1.0172       -22.70          0.1735 
  14       1.0750       -15.90        1.0744       -15.90          0.0549 
  15       1.0630       -13.44        1.0621       -13.43          0.0831 
  16       1.0740       -14.96        1.0732       -14.96          0.0707 
  17       1.0780       -10.37        1.0767       -10.37          0.1232 
  18       1.0680       -12.03        1.0671       -12.03          0.0807 
  19       1.0600       -12.75        1.0590       -12.75          0.0907 
  20       1.0560       -10.16        1.0545       -10.18          0.1482 
  21       1.0560        -7.73        1.0548        -7.75          0.1213 
  22       1.0640        -4.54        1.0624        -4.56          0.1580 
  23       1.0860         1.10        1.0851         1.09          0.0873 
  24       1.0800         2.83        1.0787         2.82          0.1253 
  25       1.1000         3.89        1.0989         3.88          0.1003 
  26       0.9760         4.58        0.9747         4.57          0.1359 
  27       1.0950        -0.83        1.0940        -0.83          0.0912 
  28       1.0940        -2.23        1.0932        -2.24          0.0760 
  29       1.0970        -3.28        1.0964        -3.30          0.0630 
  30       1.0600        -8.61        1.0593        -8.61          0.0685 
  31       1.1000        -3.41        1.0991        -3.42          0.0876 
  32       1.0890        -2.47        1.0880        -2.46          0.0913 
  33       1.0500       -14.40        1.0495       -14.49          0.1721 
  34       1.0490       -14.76        1.0490       -14.90          0.2498 
  35       1.0410       -14.91        1.0409       -15.05          0.2422 
  36       1.0410       -14.90        1.0410       -15.04          0.2444 
  37       1.0460       -14.41        1.0455       -14.55          0.2404 
  38       1.0650       -11.61        1.0646       -11.68          0.1325 
  39       0.9900       -15.81        0.9889       -15.92          0.2245 
  40       0.9650       -16.07        0.9642       -16.21          0.2506 
  41       0.9710       -17.00        0.9707       -17.13          0.2279 
  42       1.0050       -17.58        1.0050       -17.71          0.2324 
  43       1.0560       -16.60        1.0552       -16.73          0.2469 
  44       1.0710       -17.68        1.0709       -17.81          0.2312 
  45       1.0700       -17.46        1.0699       -17.61          0.2591 
  46       1.0770       -15.85        1.0768       -16.02          0.3049 
  47       1.0560       -14.44        1.0562       -14.61          0.2998 
  48       1.0800       -16.17        1.0798       -16.29          0.2171 
  49       1.0770       -15.79        1.0768       -15.92          0.2345 
  50       1.0780       -17.27        1.0776       -17.42          0.2728 
  51       1.0780       -19.10        1.0775       -19.23          0.2357 
  52       1.0780       -19.73        1.0776       -19.85          0.2197 
  53       1.0860       -20.44        1.0857       -20.56          0.2055 
  54       1.1000       -20.08        1.0994       -20.20          0.2148 
  55       1.0910       -20.05        1.0905       -20.17          0.2188 
  56       1.0930       -20.02        1.0925       -20.15          0.2274 
  57       1.0860       -19.11        1.0855       -19.22          0.1965 
  58       1.0830       -19.66        1.0830       -19.78          0.2125 
  59       1.0900       -18.02        1.0899       -18.14          0.2180 
  60       1.0050       -14.96        1.0045       -15.06          0.1791 
  61       0.9980       -14.30        0.9978       -14.38          0.1466 
  62       1.0060       -14.75        1.0059       -14.85          0.1723 
  63       1.0580       -14.97        1.0578       -15.08          0.1953 
  64       1.0440       -13.24        1.0432       -13.35          0.2008 
  65       1.0680        -9.72        1.0680        -9.84          0.2075 
  66       1.0640       -12.86        1.0640       -12.99          0.2240 
  67       1.0340       -14.26        1.0336       -14.40          0.2419 
  68       1.0560        -6.31        1.0556        -6.43          0.2080 
  69       0.9500         0.00        0.9508        -0.08          0.1570 
  70       0.9150        -1.10        0.9156        -1.18          0.1495 
  71       0.9080         0.40        0.9081         0.32          0.1387 
  72       0.9000         4.35        0.9010         4.32          0.1197 
  73       0.9000         1.35        0.9004         1.28          0.1287 
  74       0.9000        -3.73        0.9002        -3.79          0.1074 
  75       0.9130        -3.58        0.9130        -3.65          0.1215 
  76       0.9000        -4.71        0.9000        -4.77          0.1072 
  77       0.9780        -4.33        0.9785        -4.46          0.2337 
  78       0.9780        -5.04        0.9789        -5.16          0.2269 
  79       0.9880        -5.73        0.9885        -5.87          0.2425 
  80       1.0210        -6.60        1.0216        -6.72          0.2151 
  81       1.0490        -6.39        1.0488        -6.51          0.2127 
  82       1.0030        -3.25        1.0035        -3.35          0.1826 
  83       1.0040        -1.37        1.0039        -1.50          0.2266 
  84       1.0060         2.04        1.0057         1.89          0.2694 
  85       1.0130         3.90        1.0126         3.77          0.2251 
  86       1.0440         5.91        1.0443         5.75          0.2742 
  87       1.1000        10.74        1.1003        10.62          0.2031 
  88       1.0350         5.59        1.0348         5.44          0.2608 
  89       1.0590         7.92        1.0591         7.79          0.2317 
  90       1.0740         5.66        1.0742         5.52          0.2389 
  91       1.0740         5.79        1.0742         5.66          0.2339 
  92       1.0490         3.38        1.0494         3.29          0.1537 
  93       1.0450         0.10        1.0448        -0.03          0.2315 
  94       1.0470        -2.44        1.0476        -2.56          0.2128 
  95       1.0280        -3.44        1.0285        -3.55          0.1924 
  96       1.0190        -4.05        1.0199        -4.14          0.1868 
  97       1.0170        -5.54        1.0180        -5.65          0.2072 
  98       1.0460        -6.22        1.0467        -6.31          0.1760 
  99       1.0710        -3.68        1.0717        -3.79          0.2049 
 100       1.1000        -3.59        1.1009        -3.69          0.1983 
 101       1.0690        -1.21        1.0694        -1.34          0.2215 
 102       1.0550         1.77        1.0554         1.69          0.1523 
 103       1.0910        -3.93        1.0918        -4.03          0.1950 
 104       1.0790        -4.23        1.0794        -4.34          0.1887 
 105       1.0790        -4.40        1.0800        -4.46          0.1368 
 106       1.0830        -4.80        1.0838        -4.88          0.1640 
 107       1.1000        -4.62        1.1012        -4.66          0.1290 
 108       1.0800        -4.55        1.0811        -4.62          0.1548 
 109       1.0800        -4.59        1.0815        -4.65          0.1786 
 110       1.0830        -4.50        1.0839        -4.58          0.1589 
 111       1.1000        -3.58        1.1012        -3.64          0.1460 
 112       1.1000        -5.07        1.1014        -5.15          0.1906 
 113       1.1000        -9.34        1.0992        -9.34          0.0724 
 114       1.0890        -2.08        1.0878        -2.07          0.1154 
 115       1.0890        -1.99        1.0879        -1.98          0.1005 
 116       1.0620        -6.08        1.0621        -6.19          0.1996 
 117       1.0710       -17.30        1.0703       -17.31          0.0670 
 118       0.9020        -4.46        0.9023        -4.51          0.0977 
----------------------------------------------------------------------------------
Convergiu em:    3 iteraçoes com TVE medio de     0.1760 
----------------------------------------------------------------------------------
--- RESIDUOS NORMALIZADOS --------------------------------------------------------
   N    D    P  TP      Real     Medido   Estimado      Med-Est        rn 
----------------------------------------------------------------------------------
 166  110  111  1    -0.2979    -0.3051    -0.3051  +1.5302e-006 100000.000 
 128   85   86  1    -0.3439    -0.3424    -0.3424  +3.4168e-007 100000.000 
 221   19   34  4    -0.0338    -0.0574    -0.0401  -1.7258e-002      9.038 
  45   19   34  1    +0.1588    +0.1923    +0.1678  +2.4447e-002      9.035 
  54   30   38  1    +1.0780    +1.0796    +1.1049  -2.5308e-002      4.240 
 226   34   37  4    +0.5393    +0.5297    +0.5370  -7.2853e-003      4.037 
  51   38   37  1    +1.4515    +1.4530    +1.4823  -2.9323e-002      3.989 
  26   15   19  1    -0.2941    -0.2832    -0.2900  +6.7596e-003      3.560 
 428   17   18  8    -0.1506    -0.1499    -0.1503  +4.7899e-004      3.290 
  44   15   33  1    +0.1683    +0.1768    +0.1822  -5.3698e-003      3.224 
  48   33   37  1    +0.0103    +0.0118    +0.0142  -2.3834e-003      3.200 
  25   19   20  1    -0.4028    -0.4100    -0.3976  -1.2357e-002      3.136 
 224   33   37  4    +0.0113    +0.0079    +0.0047  +3.1723e-003      3.116 
  91   63   64  1    -1.5904    -1.5760    -1.5908  +1.4768e-002      3.107 
 220   15   33  4    +0.0412    +0.0394    +0.0360  +3.4101e-003      3.094 
  90   63   59  1    +1.5904    +1.5698    +1.5962  -2.6412e-002      3.078 
 422   12   16  8    -0.0494    -0.0491    -0.0491  -4.7769e-005      2.922 
 337  105  108  4    -0.0389    -0.0400    -0.0409  +9.2870e-004      2.903 
 339  108  109  4    -0.0245    -0.0251    -0.0254  +3.4252e-004      2.901 
 341  109  110  4    -0.0367    -0.0341    -0.0351  +9.6649e-004      2.900 
 338  106  107  4    -0.1176    -0.1122    -0.1158  +3.6421e-003      2.853 
 336  105  107  4    -0.1483    -0.1535    -0.1490  -4.5033e-003      2.847 
 335  100  106  4    +0.0150    +0.0159    +0.0135  +2.3779e-003      2.826 
 407  114   32  7    +0.1157    +0.1150    +0.1151  -1.9980e-004      2.804 
 294   78   79  4    -0.4689    -0.4752    -0.4714  -3.7627e-003      2.793 
 340  103  110  4    +0.0056    +0.0040    +0.0057  -1.6953e-003      2.785 
 274   65   66  4    +0.1615    +0.1675    +0.1603  +7.2111e-003      2.776 
 296   79   80  4    -0.4956    -0.5072    -0.4952  -1.2026e-002      2.772 
 292   75   77  4    -0.3103    -0.3031    -0.3124  +9.2467e-003      2.722 
 200   18   19  4    +0.0984    +0.0957    +0.1002  -4.4924e-003      2.687 
 293   77   78  4    -0.2922    -0.2899    -0.2889  -1.0050e-003      2.666 
 175   75  118  1    +0.2963    +0.2893    +0.2925  -3.2012e-003      2.665 
 291   69   77  4    -0.4579    -0.4681    -0.4583  -9.8177e-003      2.661 
 176   76  118  1    -0.0684    -0.0716    -0.0729  +1.3309e-003      2.653 
 156  100  103  1    +0.1777    +0.1797    +0.1773  +2.3605e-003      2.646 
 138   92   94  1    +0.6595    +0.6777    +0.6626  +1.5089e-002      2.633 
 158  103  104  1    +0.0584    +0.0626    +0.0593  +3.2845e-003      2.630 
 114   76   77  1    -0.1666    -0.1667    -0.1611  -5.5287e-003      2.619 
 406  114  115  7    -0.1655    -0.1646    -0.1649  +2.7920e-004      2.573 
 442  114   32  8    +0.0337    +0.0339    +0.0338  +2.2438e-005      2.571 
 374    2    1  7    +0.0075    +0.0075    +0.0075  +1.3650e-006      2.569 
 354    0    5  3    -0.2344    -0.2346    -0.2344  -2.3612e-004      2.547 
 433   17   30  8    -0.3019    -0.3037    -0.3030  -7.5622e-004      2.542 
 157  100  104  1    +0.0863    +0.0823    +0.0867  -4.4715e-003      2.534 
 172  114  115  1    -0.1795    -0.1860    -0.1788  -7.2847e-003      2.500 
 376    5   11  7    +0.8472    +0.8555    +0.8488  +6.6795e-003      2.477 
 275   66   67  4    +0.2346    +0.2399    +0.2356  +4.2987e-003      2.442 
 273   62   67  4    -0.2267    -0.2334    -0.2284  -5.0194e-003      2.401 
   1    1    2  1    -0.0474    -0.0525    -0.0476  -4.8348e-003      2.325 
 112   69   75  1    +0.4910    +0.4818    +0.4916  -9.8137e-003      2.306 
 174   12  117  1    +0.1376    +0.1320    +0.1379  -5.8927e-003      2.284 
  10    4   11  1    +0.9328    +0.9154    +0.9330  -1.7687e-002      2.284 
 414    5    8  8    -0.6056    -0.6020    -0.6035  +1.4693e-003      2.268 
 119   77   80  1    -0.3555    -0.3612    -0.3646  +3.4144e-003      2.253 
