================================================================================= 
=== UFF - Doutorado em Computação - Aplicaçoes em Sistemas de Potencia        === 
=== ESTIMADOR DE ESTADO MÍNIMOS QUADRADOS PONDERADOS INCLUINDO MEDIDAS DE PMU === 
=== Desenvolvido por: Rui Menezes de Moraes - 2009                            === 
================================================================================= 
Arquivo de medidores:          .\med\S1_CS5_352M_EGS2.med
Arquivo do sistema:            .\sist\ieee118_SP_JML.cdf
Tolerância entre iteraçoes:    1.00e-005
Limite de iteraçoes:           100

--- DADOS DA REDE --------------------------------------------------------------- 
Data do caso:                  08/25/93
Origem:                        UW ARCHIVE          
MVA base:                      100
Ano:                           1961
Estação:                       W
Identificação:                 IEEE 118 Bus Test Case
Número de barras:              118 
Número de ramos:               179 
Referência na barra:           69

--- TELEMEDIDAS ------------------------------------------------------------------
    Tipo 1 = Fluxo de potencia ativa        Tipo  6 = Módulo da tensão            
    Tipo 2 = Injeção de potencia ativa      Tipo  7 = Corrente de ramo (real)     
    Tipo 3 = Ângulo de fase da tensão       Tipo  8 = Corrente de ramo (imag)     
    Tipo 4 = Fluxo de potencia reativa      Tipo  9 = Injeção de corrente (real)  
    Tipo 5 = Injeção de potencia reativa    Tipo 10 = Injeção de corrente (imag)  
----------------------------------------------------------------------------------
   N    D    P TP  PN ST   Exa   FS       DP      V_Ref      V_Med          E(%) 
 281   24   70  4   0  0 0.020 01.0  0.00426   +0.37832   +0.38097     +0.700465 
 282   70   71  4   0  0 0.020 01.0  0.00386   +0.31841   +0.32953     +3.492353 
 283   24   72  4   0  0 0.020 01.0  0.00799   +0.93801   +0.92512     -1.374186 
 284   71   72  4   0  0 0.020 01.0  0.00242   +0.10264   +0.09992     -2.650039 
 285   71   73  4   0  0 0.020 01.0  0.00311   +0.20648   +0.20174     -2.295622 
 286   70   74  4   0  0 0.020 01.0  0.00178   +0.00763   +0.01030    +34.993447 
 287   70   75  4   0  0 0.020 01.0  0.00218   -0.06677   -0.06366     -4.657780 
 288   69   75  4   0  0 0.020 01.0  0.00231   +0.08629   +0.09090     +5.342450 
 289   74   75  4   0  0 0.020 01.0  0.00336   -0.24459   -0.25026     +2.318165 
 290   76   77  4   0  0 0.020 01.0  0.00466   -0.43913   -0.43953     +0.091089 
 291   69   77  4   0  0 0.020 01.0  0.00479   -0.45787   -0.46810     +2.234259 
 292   75   77  4   0  0 0.020 01.0  0.00380   -0.31032   -0.30315     -2.310518 
 293   77   78  4   0  0 0.020 01.0  0.00368   -0.29216   -0.28993     -0.763280 
 294   78   79  4   0  0 0.020 01.0  0.00486   -0.46886   -0.47515     +1.341552 
 295   77   80  4   0  0 0.020 01.0  0.01967   -2.68994   -2.65782     -1.194079 
 296   79   80  4   0  0 0.020 01.0  0.00504   -0.49557   -0.50724     +2.354864 
 297   68   81  4   0  0 0.020 01.0  0.00243   -0.10485   -0.10590     +1.001431 
 298   81   80  4   0  0 0.020 01.0  0.00698   +0.78728   +0.77350     -1.750330 
 299   77   82  4   0  0 0.020 01.0  0.00325   -0.22697   -0.22464     -1.026567 
 300   82   83  4   0  0 0.020 01.0  0.00329   +0.23358   +0.23193     -0.706396 
 301   83   84  4   0  0 0.020 01.0  0.00279   +0.15775   +0.16159     +2.434231 
 302   83   85  4   0  0 0.020 01.0  0.00253   +0.11993   +0.12180     +1.559243 
 303   84   85  4   0  0 0.020 01.0  0.00249   +0.11360   +0.11256     -0.915493 
 304   85   86  4   0  0 0.020 01.0  0.00283   -0.16461   -0.17256     +4.829597 
 305   86   87  4   0  0 0.020 01.0  0.00320   -0.22030   -0.21821     -0.948706 
 306   85   88  4   0  0 0.020 01.0  0.00282   -0.16357   -0.16872     +3.148499 
 307   85   89  4   0  0 0.020 01.0  0.00316   -0.21459   -0.21405     -0.251643 
 308   88   89  4   0  0 0.020 01.0  0.00317   -0.21589   -0.22100     +2.366946 
 309   89   90  4   0  0 0.020 01.0  0.00485   -0.46797   -0.47706     +1.942432 
 310   90   91  4   0  0 0.020 01.0  0.00176   -0.00332   -0.00513    +54.518072 
 311   89   92  4   0  0 0.020 01.0  0.00281   -0.16109   -0.16657     +3.401825 
 312   91   92  4   0  0 0.020 01.0  0.00225   +0.07767   +0.07562     -2.639372 
 313   92   93  4   0  0 0.020 01.0  0.00272   -0.14781   -0.14926     +0.980989 
 314   92   94  4   0  0 0.020 01.0  0.00288   -0.17236   -0.17650     +2.401949 
 315   93   94  4   0  0 0.020 01.0  0.00314   -0.21077   -0.21813     +3.491958 
 316   94   95  4   0  0 0.020 01.0  0.00373   +0.29890   +0.29893     +0.010037 
 317   80   96  4   0  0 0.020 01.0  0.00199   +0.03875   +0.03854     -0.541935 
 318   82   96  4   0  0 0.020 01.0  0.00423   -0.37432   -0.38285     +2.278799 
 319   94   96  4   0  0 0.020 01.0  0.00307   +0.20027   +0.19775     -1.258301 
 320   80   97  4   0  0 0.020 01.0  0.00219   +0.06816   +0.06679     -2.009977 
 321   80   98  4   0  0 0.020 01.0  0.00325   -0.22707   -0.22719     +0.052847 
 322   80   99  4   0  0 0.020 01.0  0.00308   -0.20124   -0.20445     +1.595110 
 323   92  100  4   0  0 0.020 01.0  0.00354   -0.27086   -0.27733     +2.388688 
 324   94  100  4   0  0 0.020 01.0  0.00853   -1.01898   -1.00657     -1.217885 
 325   95   96  4   0  0 0.020 01.0  0.00230   +0.08427   +0.08398     -0.344132 
 326   96   97  4   0  0 0.020 01.0  0.00204   -0.04596   -0.04564     -0.696258 
 327   98  100  4   0  0 0.020 01.0  0.00345   -0.25749   -0.26095     +1.343742 
 328   99  100  4   0  0 0.020 01.0  0.00421   -0.37192   -0.37532     +0.914175 
 329  100  101  4   0  0 0.020 01.0  0.00389   +0.32356   +0.33062     +2.181976 
 330   92  102  4   0  0 0.020 01.0  0.00322   -0.22283   -0.22492     +0.937935 
 331  101  102  4   0  0 0.020 01.0  0.00332   +0.23771   +0.23539     -0.975979 
 332  100  103  4   0  0 0.020 01.0  0.00242   +0.10238   +0.10390     +1.484665 
 333  100  104  4   0  0 0.020 01.0  0.00215   +0.06180   +0.06211     +0.501618 
 334  103  104  4   0  0 0.020 01.0  0.00201   +0.04136   +0.04514     +9.139265 
 335  100  106  4   0  0 0.020 01.0  0.00183   +0.01500   +0.01590     +6.000000 
 336  105  107  4   0  0 0.020 01.0  0.00272   -0.14833   -0.15348     +3.471988 
 337  105  108  4   0  0 0.020 01.0  0.00199   -0.03887   -0.04002     +2.958580 
 338  106  107  4   0  0 0.020 01.0  0.00252   -0.11763   -0.11217     -4.641673 
 339  108  109  4   0  0 0.020 01.0  0.00190   -0.02449   -0.02506     +2.327481 
 340  103  110  4   0  0 0.020 01.0  0.00177   +0.00565   +0.00396    -29.911504 
 341  109  110  4   0  0 0.020 01.0  0.00198   -0.03665   -0.03414     -6.848568 
 342  110  111  4   0  0 0.020 01.0  0.00284   -0.16676   -0.16870     +1.163349 
 343  110  112  4   0  0 0.020 01.0  0.00406   -0.34900   -0.35681     +2.237822 
 344   17  113  4   0  0 0.020 01.0  0.00532   -0.53820   -0.54053     +0.432925 
 345   32  113  4   0  0 0.020 01.0  0.00334   -0.24182   -0.24725     +2.245472 
 346   32  114  4   0  0 0.020 01.0  0.00189   +0.02276   +0.01995    -12.346221 
 347   27  115  4   0  0 0.020 01.0  0.00179   +0.00810   +0.00607    -25.061728 
 348  114  115  4   0  0 0.020 01.0  0.00187   +0.02021   +0.01799    -10.984661 
 349   68  116  4   0  0 0.020 01.0  0.01283   -1.66477   -1.67042     +0.339386 
 350   12  117  4   0  0 0.020 01.0  0.00184   +0.01602   +0.01289    -19.538077 
 351   75  118  4   0  0 0.020 01.0  0.00245   +0.10719   +0.11098     +3.535778 
 352   76  118  4   0  0 0.020 01.0  0.00186   -0.01894   -0.02287    +20.749736 
----------------------------------------------------------------------------------
Número de medidores SCADA:     352
Número de PMUs:                0
Número de medidas das PMUs:    0
----------------------------------------------------------------------------------

Matriz de pesos formada com as covariâncias das telemedidas.
Não há medidas de ângulo.
Não há medidores desabilitados.
============= Estado Ref =============== Estado Est ================ TVE =========
Barra     Mod(pu)    Ang(graus)      Mod(pu)   Ang(graus)            (%)         
----------------------------------------------------------------------------------
   1       1.0510       -16.82        1.0524       -16.64          0.3417 
   2       1.0660       -16.80        1.0678       -16.61          0.3767 
   3       1.0620       -16.28        1.0633       -16.11          0.3133 
   4       1.1000       -13.70        1.1015       -13.53          0.3239 
   5       1.0840       -13.43        1.0860       -13.27          0.3362 
   6       1.0550       -15.13        1.0570       -14.94          0.3831 
   7       1.0640       -15.69        1.0662       -15.51          0.3817 
   8       1.0550       -10.20        1.0569       -10.10          0.2567 
   9       1.0970        -8.86        1.0996        -8.75          0.3070 
  10       1.1000        -7.34        1.1023        -7.21          0.3056 
  11       1.0790       -16.61        1.0725       -16.44          0.6745 
  12       1.0800       -16.40        1.0819       -16.23          0.3480 
  13       1.0190       -22.71        1.0201       -22.51          0.3685 
  14       1.0750       -15.90        1.0771       -15.72          0.3732 
  15       1.0630       -13.44        1.0650       -13.27          0.3600 
  16       1.0740       -14.96        1.0765       -14.79          0.3745 
  17       1.0780       -10.37        1.0795       -10.23          0.2782 
  18       1.0680       -12.03        1.0697       -11.89          0.3009 
  19       1.0600       -12.75        1.0618       -12.58          0.3369 
  20       1.0560       -10.16        1.0577        -9.99          0.3426 
  21       1.0560        -7.73        1.0578        -7.57          0.3324 
  22       1.0640        -4.54        1.0653        -4.46          0.1833 
  23       1.0860         1.10        1.0879         1.15          0.1985 
  24       1.0800         2.83        1.0815         2.86          0.1555 
  25       1.1000         3.89        1.1014         3.90          0.1323 
  26       0.9760         4.58        0.9776         4.56          0.1614 
  27       1.0950        -0.83        1.0967        -0.76          0.1987 
  28       1.0940        -2.23        1.0958        -2.18          0.1856 
  29       1.0970        -3.28        1.0990        -3.21          0.2259 
  30       1.0600        -8.61        1.0624        -8.50          0.2973 
  31       1.1000        -3.41        1.1017        -3.33          0.2091 
  32       1.0890        -2.47        1.0906        -2.39          0.2033 
  33       1.0500       -14.40        1.0524       -14.33          0.2641 
  34       1.0490       -14.76        1.0519       -14.73          0.2805 
  35       1.0410       -14.91        1.0439       -14.88          0.2842 
  36       1.0410       -14.90        1.0440       -14.87          0.2932 
  37       1.0460       -14.41        1.0485       -14.38          0.2444 
  38       1.0650       -11.61        1.0676       -11.54          0.2693 
  39       0.9900       -15.81        0.9920       -15.75          0.2313 
  40       0.9650       -16.07        0.9674       -16.03          0.2573 
  41       0.9710       -17.00        0.9738       -16.95          0.3062 
  42       1.0050       -17.58        1.0080       -17.53          0.3107 
  43       1.0560       -16.60        1.0581       -16.56          0.2126 
  44       1.0710       -17.68        1.0737       -17.63          0.2667 
  45       1.0700       -17.46        1.0727       -17.43          0.2572 
  46       1.0770       -15.85        1.0796       -15.85          0.2377 
  47       1.0560       -14.44        1.0590       -14.45          0.2819 
  48       1.0800       -16.17        1.0826       -16.12          0.2515 
  49       1.0770       -15.79        1.0795       -15.75          0.2405 
  50       1.0780       -17.27        1.0803       -17.25          0.2169 
  51       1.0780       -19.10        1.0803       -19.05          0.2298 
  52       1.0780       -19.73        1.0804       -19.66          0.2463 
  53       1.0860       -20.44        1.0884       -20.36          0.2586 
  54       1.1000       -20.08        1.1021       -20.01          0.2257 
  55       1.0910       -20.05        1.0932       -19.98          0.2337 
  56       1.0930       -20.02        1.0952       -19.96          0.2284 
  57       1.0860       -19.11        1.0883       -19.03          0.2467 
  58       1.0830       -19.66        1.0858       -19.59          0.2811 
  59       1.0900       -18.02        1.0926       -17.96          0.2562 
  60       1.0050       -14.96        1.0074       -14.89          0.2638 
  61       0.9980       -14.30        1.0007       -14.22          0.3013 
  62       1.0060       -14.75        1.0088       -14.69          0.2970 
  63       1.0580       -14.97        1.0605       -14.92          0.2576 
  64       1.0440       -13.24        1.0460       -13.19          0.2074 
  65       1.0680        -9.72        1.0707        -9.70          0.2525 
  66       1.0640       -12.86        1.0668       -12.84          0.2623 
  67       1.0340       -14.26        1.0364       -14.24          0.2394 
  68       1.0560        -6.31        1.0583        -6.31          0.2185 
  69       0.9500         0.00        0.9538         0.00          0.3985 
  70       0.9150        -1.10        0.9187        -1.09          0.4077 
  71       0.9080         0.40        0.9112         0.39          0.3564 
  72       0.9000         4.35        0.9041         4.37          0.4576 
  73       0.9000         1.35        0.9036         1.35          0.3955 
  74       0.9000        -3.73        0.9033        -3.69          0.3769 
  75       0.9130        -3.58        0.9161        -3.55          0.3395 
  76       0.9000        -4.71        0.9031        -4.66          0.3546 
  77       0.9780        -4.33        0.9814        -4.35          0.3520 
  78       0.9780        -5.04        0.9818        -5.05          0.3871 
  79       0.9880        -5.73        0.9914        -5.75          0.3418 
  80       1.0210        -6.60        1.0243        -6.60          0.3246 
  81       1.0490        -6.39        1.0515        -6.39          0.2395 
  82       1.0030        -3.25        1.0063        -3.25          0.3323 
  83       1.0040        -1.37        1.0067        -1.41          0.2776 
  84       1.0060         2.04        1.0084         1.96          0.2799 
  85       1.0130         3.90        1.0154         3.84          0.2631 
  86       1.0440         5.91        1.0470         5.81          0.3399 
  87       1.1000        10.74        1.1028        10.65          0.2928 
  88       1.0350         5.59        1.0376         5.50          0.2964 
  89       1.0590         7.92        1.0617         7.83          0.2990 
  90       1.0740         5.66        1.0768         5.58          0.2945 
  91       1.0740         5.79        1.0768         5.71          0.2966 
  92       1.0490         3.38        1.0520         3.36          0.2911 
  93       1.0450         0.10        1.0474         0.05          0.2475 
  94       1.0470        -2.44        1.0503        -2.46          0.3137 
  95       1.0280        -3.44        1.0312        -3.44          0.3153 
  96       1.0190        -4.05        1.0226        -4.04          0.3555 
  97       1.0170        -5.54        1.0207        -5.53          0.3633 
  98       1.0460        -6.22        1.0493        -6.20          0.3225 
  99       1.0710        -3.68        1.0743        -3.69          0.3100 
 100       1.1000        -3.59        1.1034        -3.59          0.3089 
 101       1.0690        -1.21        1.0720        -1.24          0.2853 
 102       1.0550         1.77        1.0580         1.76          0.2866 
 103       1.0910        -3.93        1.0943        -3.93          0.3055 
 104       1.0790        -4.23        1.0820        -4.23          0.2735 
 105       1.0790        -4.40        1.0825        -4.35          0.3374 
 106       1.0830        -4.80        1.0863        -4.78          0.3095 
 107       1.1000        -4.62        1.1036        -4.55          0.3491 
 108       1.0800        -4.55        1.0837        -4.51          0.3465 
 109       1.0800        -4.59        1.0840        -4.55          0.3793 
 110       1.0830        -4.50        1.0864        -4.47          0.3178 
 111       1.1000        -3.58        1.1036        -3.54          0.3388 
 112       1.1000        -5.07        1.1039        -5.04          0.3582 
 113       1.1000        -9.34        1.1020        -9.20          0.3029 
 114       1.0890        -2.08        1.0906        -1.99          0.2200 
 115       1.0890        -1.99        1.0908        -1.89          0.2400 
 116       1.0620        -6.08        1.0648        -6.08          0.2601 
 117       1.0710       -17.30        1.0737       -17.09          0.4498 
 118       0.9020        -4.46        0.9055        -4.41          0.3959 
----------------------------------------------------------------------------------
Convergiu em:    4 iteraçoes com TVE medio de     0.2972 
----------------------------------------------------------------------------------
--- RESIDUOS NORMALIZADOS --------------------------------------------------------
   N    D    P  TP      Real     Medido   Estimado      Med-Est        rn 
----------------------------------------------------------------------------------
  45   19   34  1    +0.1588    +0.1923    +0.1681  +2.4198e-002      9.036 
 221   19   34  4    -0.0338    -0.0574    -0.0409  -1.6476e-002      8.729 
 226   34   37  4    +0.5393    +0.5297    +0.5369  -7.1479e-003      3.963 
  44   15   33  1    +0.1683    +0.1768    +0.1830  -6.2287e-003      3.931 
  48   33   37  1    +0.0103    +0.0118    +0.0146  -2.7656e-003      3.904 
  26   15   19  1    -0.2941    -0.2832    -0.2875  +4.2983e-003      3.901 
  54   30   38  1    +1.0780    +1.0796    +1.1008  -2.1134e-002      3.889 
  51   38   37  1    +1.4515    +1.4530    +1.4781  -2.5094e-002      3.556 
 224   33   37  4    +0.0113    +0.0079    +0.0045  +3.4147e-003      3.525 
 220   15   33  4    +0.0412    +0.0394    +0.0357  +3.6681e-003      3.498 
 274   65   66  4    +0.1615    +0.1675    +0.1597  +7.7494e-003      3.110 
  91   63   64  1    -1.5904    -1.5760    -1.5905  +1.4447e-002      3.045 
  90   63   59  1    +1.5904    +1.5698    +1.5955  -2.5655e-002      3.000 
 337  105  108  4    -0.0389    -0.0400    -0.0410  +9.3480e-004      2.923 
 339  108  109  4    -0.0245    -0.0251    -0.0254  +3.4475e-004      2.921 
 341  109  110  4    -0.0367    -0.0341    -0.0351  +9.7296e-004      2.920 
 338  106  107  4    -0.1176    -0.1122    -0.1158  +3.6666e-003      2.873 
 336  105  107  4    -0.1483    -0.1535    -0.1489  -4.5336e-003      2.867 
 335  100  106  4    +0.0150    +0.0159    +0.0135  +2.3941e-003      2.846 
 340  103  110  4    +0.0056    +0.0040    +0.0057  -1.7070e-003      2.805 
 294   78   79  4    -0.4689    -0.4752    -0.4714  -3.7700e-003      2.799 
 292   75   77  4    -0.3103    -0.3031    -0.3126  +9.4292e-003      2.785 
 296   79   80  4    -0.4956    -0.5072    -0.4952  -1.2048e-002      2.778 
  27   20   21  1    -0.5298    -0.5335    -0.5294  -4.1200e-003      2.769 
  25   19   20  1    -0.4028    -0.4100    -0.4061  -3.8858e-003      2.731 
  28   21   22  1    -0.6307    -0.6208    -0.6150  -5.8103e-003      2.721 
 188   11   12  4    -0.4014    -0.4025    -0.4165  +1.4015e-002      2.719 
  14    3   12  1    -0.0193    -0.0176    -0.0212  +3.5870e-003      2.705 
 291   69   77  4    -0.4579    -0.4681    -0.4582  -9.8908e-003      2.685 
 175   75  118  1    +0.2963    +0.2893    +0.2925  -3.2129e-003      2.683 
 216   29   31  4    -0.1053    -0.1059    -0.1072  +1.3173e-003      2.682 
 211   28   29  4    -0.1027    -0.0988    -0.1023  +3.5259e-003      2.670 
 176   76  118  1    -0.0684    -0.0716    -0.0729  +1.3349e-003      2.669 
 293   77   78  4    -0.2922    -0.2899    -0.2889  -1.0058e-003      2.668 
 210   27   28  4    -0.0726    -0.0687    -0.0713  +2.6145e-003      2.654 
 156  100  103  1    +0.1777    +0.1797    +0.1773  +2.3590e-003      2.645 
 138   92   94  1    +0.6595    +0.6777    +0.6625  +1.5152e-002      2.644 
 201   19   20  4    +0.1166    +0.1211    +0.1183  +2.8611e-003      2.637 
 114   76   77  1    -0.1666    -0.1667    -0.1611  -5.5409e-003      2.630 
 158  103  104  1    +0.0584    +0.0626    +0.0593  +3.2799e-003      2.626 
  36   30   17  1    +0.9016    +0.9040    +0.8945  +9.4196e-003      2.552 
 203   20   21  4    +0.1103    +0.1137    +0.1118  +1.8962e-003      2.551 
 157  100  104  1    +0.0863    +0.0823    +0.0867  -4.4654e-003      2.531 
  29   22   23  1    -0.7062    -0.7163    -0.7052  -1.1096e-002      2.501 
 275   66   67  4    +0.2346    +0.2399    +0.2356  +4.3352e-003      2.462 
 204   21   22  4    +0.0568    +0.0563    +0.0548  +1.4576e-003      2.444 
   3    4    5  1    -0.1998    -0.2081    -0.2084  +3.0784e-004      2.421 
 273   62   67  4    -0.2267    -0.2334    -0.2283  -5.0604e-003      2.421 
  10    4   11  1    +0.9328    +0.9154    +0.9318  -1.6438e-002      2.362 
 270   64   65  4    -0.7768    -0.7826    -0.7895  +6.9651e-003      2.328 
 112   69   75  1    +0.4910    +0.4818    +0.4916  -9.8900e-003      2.324 
 119   77   80  1    -0.3555    -0.3612    -0.3646  +3.4258e-003      2.263 
 205   22   23  4    +0.0155    +0.0135    +0.0119  +1.6050e-003      2.253 
 260   55   59  4    +0.0153    +0.0098    +0.0133  -3.4788e-003      2.223 
  82   54   59  1    -0.1679    -0.1742    -0.1685  -5.7236e-003      2.218 
 181    5    6  4    +0.4271    +0.4181    +0.4244  -6.2748e-003      2.180 
 182    6    7  4    -0.5534    -0.5610    -0.5573  -3.6436e-003      2.156 
 191    7   12  4    -0.5700    -0.5743    -0.5682  -6.1674e-003      2.124 
 103   68   69  1    -2.9764    -3.0395    -2.9987  -4.0773e-002      2.110 
  50   34   37  1    -0.5704    -0.5772    -0.5807  +3.5184e-003      2.110 
 225   34   36  4    +0.2505    +0.2533    +0.2488  +4.4844e-003      2.101 
 113   74   75  1    -0.1269    -0.1250    -0.1241  -9.4652e-004      2.096 
 222   35   36  4    -0.0045    -0.0082    -0.0078  -4.5068e-004      2.069 
 110   70   74  1    +0.2922    +0.2856    +0.2917  -6.0609e-003      2.067 
 223   35   37  4    -0.0575    -0.0546    -0.0576  +3.0206e-003      2.066 
   4    3    5  1    -0.5487    -0.5603    -0.5505  -9.7667e-003      2.055 
 117   77   78  1    +0.8668    +0.8505    +0.8560  -5.4605e-003      2.046 
  11    5   11  1    +0.9324    +0.9475    +0.9329  +1.4657e-002      2.032 
 281   24   70  4    +0.3783    +0.3810    +0.3731  +7.8331e-003      2.027 
 192   11   13  4    +0.3271    +0.3251    +0.3283  -3.1889e-003      2.007 
 194   13   15  4    +0.0494    +0.0446    +0.0475  -2.9590e-003      2.006 
 324   94  100  4    -1.0190    -1.0066    -1.0197  +1.3138e-002      1.995 
 111   70   75  1    +0.2402    +0.2460    +0.2406  +5.3889e-003      1.980 
 120   79   80  1    +0.1094    +0.1030    +0.1059  -2.9189e-003      1.968 
 312   91   92  4    +0.0777    +0.0756    +0.0783  -2.6558e-003      1.957 
 189    2   12  4    -0.1936    -0.2006    -0.1980  -2.5854e-003      1.957 
 310   90   91  4    -0.0033    -0.0051    -0.0040  -1.0826e-003      1.955 
 118   78   79  1    +0.3785    +0.3815    +0.3848  -3.2777e-003      1.954 
 309   89   90  4    -0.4680    -0.4771    -0.4705  -6.5341e-003      1.949 
 178    1    3  4    -0.1789    -0.1832    -0.1848  +1.6289e-003      1.942 
  92   64   61  1    +0.7178    +0.7075    +0.7032  +4.2676e-003      1.940 
 177    1    2  4    -0.1580    -0.1646    -0.1611  -3.5475e-003      1.936 
 268   64   61  4    +1.7796    +1.7574    +1.7737  -1.6307e-002      1.930 
 147   92  100  1    +0.4208    +0.4140    +0.4221  -8.0968e-003      1.905 
 121   68   81  1    +0.1088    +0.1107    +0.1105  +2.6799e-004      1.891 
 249   53   54  4    -0.1237    -0.1246    -0.1220  -2.5961e-003      1.891 
 230   30   38  4    -0.4024    -0.4013    -0.4054  +4.0861e-003      1.884 
 248   52   53  4    -0.0947    -0.0968    -0.0938  -2.9722e-003      1.874 
 122   81   80  1    +0.1086    +0.1053    +0.1048  +4.8777e-004      1.864 
 306   85   88  4    -0.1636    -0.1687    -0.1658  -2.9256e-003      1.849 
 247   51   52  4    -0.0748    -0.0756    -0.0747  -9.2718e-004      1.822 
 308   88   89  4    -0.2159    -0.2210    -0.2185  -2.4905e-003      1.818 
 246   49   51  4    -0.1672    -0.1704    -0.1668  -3.5642e-003      1.761 
 141   80   96  1    -0.2417    -0.2396    -0.2448  +5.2363e-003      1.716 
 259   56   59  4    +0.0650    +0.0645    +0.0618  +2.6236e-003      1.694 
  57   40   42  1    +0.0697    +0.0716    +0.0685  +3.1017e-003      1.693 
 215   17   31  4    +0.1415    +0.1380    +0.1409  -2.8951e-003      1.690 
 214   26   30  4    -1.3180    -1.3205    -1.3312  +1.0713e-002      1.637 
 139   93   94  1    +0.6031    +0.5910    +0.5955  -4.5570e-003      1.627 
 137   92   93  1    +0.6969    +0.7018    +0.7086  -6.8277e-003      1.619 
  83   56   59  1    -0.2957    -0.2929    -0.2974  +4.5270e-003      1.602 
 218   31   32  4    +0.1541    +0.1584    +0.1553  +3.0446e-003      1.597 
  58   41   42  1    -0.0006    -0.0023    -0.0009  -1.4027e-003      1.587 
  56   40   41  1    +0.2540    +0.2483    +0.2502  -1.9588e-003      1.573 
 227   38   37  4    +0.5985    +0.5835    +0.5795  +4.0127e-003      1.557 
 206   23   24  4    +0.2891    +0.2950    +0.2942  +7.3557e-004      1.545 
  13    2   12  1    -0.1851    -0.1833    -0.1814  -1.9556e-003      1.531 
   2    1    3  1    -0.3006    -0.2943    -0.2964  +2.1475e-003      1.516 
 217   23   32  4    -0.2393    -0.2335    -0.2369  +3.4616e-003      1.516 
 238   45   46  4    -0.0008    -0.0037    -0.0024  -1.2578e-003      1.512 
   1    1    2  1    -0.0474    -0.0525    -0.0509  -1.5848e-003      1.507 
 295   77   80  4    -2.6899    -2.6578    -2.6833  +2.5465e-002      1.493 
 108   71   72  1    -0.2823    -0.2843    -0.2878  +3.5072e-003      1.489 
 106   70   71  1    -0.5360    -0.5276    -0.5289  +1.3750e-003      1.487 
 107   24   72  1    +0.1089    +0.1054    +0.1068  -1.4493e-003      1.486 
 237   44   45  4    +0.0098    +0.0088    +0.0092  -4.3833e-004      1.443 
 235   43   44  4    -0.1161    -0.1192    -0.1168  -2.3958e-003      1.434 
 208   26   25  4    -3.1662    -3.1878    -3.1687  -1.9108e-002      1.429 
 272   62   66  4    -0.2477    -0.2537    -0.2492  -4.5097e-003      1.422 
 197   15   17  4    +0.0740    +0.0702    +0.0717  -1.5157e-003      1.419 
 236   34   43  4    -0.1082    -0.1071    -0.1056  -1.4599e-003      1.408 
 101   47   69  1    -0.6808    -0.6787    -0.6870  +8.2737e-003      1.395 
 352   76  118  4    -0.0189    -0.0229    -0.0226  -3.1650e-004      1.395 
  75   54   55  1    +0.0234    +0.0264    +0.0239  +2.5379e-003      1.391 
  94   64   65  1    -2.3134    -2.2909    -2.3073  +1.6334e-002      1.383 
 279   68   69  4    +3.1752    +3.1286    +3.1549  -2.6315e-002      1.376 
 168   17  113  1    -0.8690    -0.8713    -0.8729  +1.5966e-003      1.363 
 196   12   16  4    +0.1470    +0.1426    +0.1412  +1.4509e-003      1.359 
  97   62   67  1    -0.1236    -0.1185    -0.1169  -1.6433e-003      1.358 
 198   16   17  4    +0.0951    +0.0996    +0.0972  +2.4037e-003      1.339 
 154   92  102  1    +0.5103    +0.5107    +0.5086  +2.1819e-003      1.320 
 351   75  118  4    +0.1072    +0.1110    +0.1105  +4.4606e-004      1.315 
 155  101  102  1    -0.4668    -0.4795    -0.4755  -3.9130e-003      1.300 
 153  100  101  1    -0.3119    -0.3095    -0.3070  -2.4455e-003      1.300 
  21   15   17  1    -1.3750    -1.3753    -1.3634  -1.1911e-002      1.296 
  86   59   61  1    -0.3071    -0.3153    -0.3110  -4.3086e-003      1.286 
 333  100  104  4    +0.0618    +0.0621    +0.0643  -2.1444e-003      1.286 
  99   66   67  1    +0.3194    +0.3247    +0.3217  +3.0283e-003      1.278 
 323   92  100  4    -0.2709    -0.2773    -0.2731  -4.2573e-003      1.255 
 345   32  113  4    -0.2418    -0.2473    -0.2437  -3.5651e-003      1.253 
 288   69   75  4    +0.0863    +0.0909    +0.0891  +1.8437e-003      1.243 
 239   46   47  4    +0.2080    +0.2027    +0.2053  -2.5929e-003      1.235 
  85   59   60  1    -0.2495    -0.2552    -0.2517  -3.4592e-003      1.231 
 186    4   11  4    +0.1943    +0.1960    +0.1932  +2.8466e-003      1.228 
  84   55   59  1    -0.1838    -0.1814    -0.1845  +3.1342e-003      1.207 
 290   76   77  4    -0.4391    -0.4395    -0.4444  +4.9061e-003      1.205 
  62   45   46  1    -0.2340    -0.2274    -0.2298  +2.4042e-003      1.183 
  81   51   58  1    +0.1164    +0.1134    +0.1123  +1.1080e-003      1.183 
  80   56   58  1    -0.0333    -0.0366    -0.0357  -9.2581e-004      1.181 
 209   25   27  4    -0.1643    -0.1682    -0.1657  -2.4936e-003      1.171 
 344   17  113  4    -0.5382    -0.5405    -0.5418  +1.2325e-003      1.159 
 278   49   69  4    +0.6867    +0.6776    +0.6845  -6.8895e-003      1.152 
 241   47   49  4    -0.4485    -0.4421    -0.4392  -2.9591e-003      1.151 
 200   18   19  4    +0.0984    +0.0957    +0.0972  -1.4777e-003      1.150 
 199   17   18  4    +0.0417    +0.0453    +0.0464  -1.1043e-003      1.146 
